"X","id","Gender","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Inflight.wifi.service","Departure.Arrival.time.convenient","Ease.of.Online.booking","Gate.location","Food.and.drink","Online.boarding","Seat.comfort","Inflight.entertainment","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Inflight.service","Cleanliness","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","satisfaction"
46437,123184,"Male","Loyal Customer",7,"Personal Travel","Eco",468,5,4,5,3,4,5,4,4,4,3,4,3,4,4,0,12,"satisfied"
75175,43773,"Female","disloyal Customer",36,"Business travel","Eco",146,4,2,4,4,5,4,5,5,2,4,3,4,4,5,52,51,"neutral or dissatisfied"
88460,35935,"Male","Loyal Customer",13,"Personal Travel","Eco",2381,3,4,3,3,3,3,3,3,1,3,4,3,3,3,2,0,"neutral or dissatisfied"
69349,122126,"Male","Loyal Customer",48,"Personal Travel","Eco Plus",130,1,0,1,1,5,1,5,5,3,3,3,4,4,5,0,0,"neutral or dissatisfied"
8175,129316,"Male","Loyal Customer",53,"Business travel","Business",2586,5,5,2,5,3,5,5,5,5,5,5,3,5,3,5,9,"satisfied"
94118,38438,"Male","Loyal Customer",22,"Business travel","Eco",2277,4,5,5,5,4,4,4,4,5,3,3,1,1,4,3,0,"satisfied"
76368,60504,"Female","Loyal Customer",9,"Personal Travel","Eco",862,0,4,0,4,3,4,3,3,3,3,5,4,2,3,1,5,"satisfied"
17745,34443,"Female","Loyal Customer",46,"Personal Travel","Eco Plus",2422,2,3,2,2,2,2,2,1,1,3,4,2,4,2,92,107,"neutral or dissatisfied"
53872,80842,"Male","Loyal Customer",40,"Business travel","Eco",484,2,2,3,2,2,2,2,2,1,5,4,4,4,2,0,0,"neutral or dissatisfied"
29132,85920,"Female","Loyal Customer",19,"Personal Travel","Eco",674,3,5,2,1,4,2,3,4,4,3,4,3,4,4,0,0,"neutral or dissatisfied"
30,48492,"Female","Loyal Customer",31,"Business travel","Business",819,4,4,4,4,5,5,5,5,5,4,3,1,5,5,0,0,"satisfied"
7587,110283,"Female","Loyal Customer",48,"Personal Travel","Business",919,0,4,0,4,5,3,3,1,1,0,1,4,1,4,0,0,"satisfied"
4619,55144,"Male","Loyal Customer",23,"Personal Travel","Eco",1609,1,5,1,2,5,1,3,5,5,3,3,4,5,5,3,7,"neutral or dissatisfied"
45979,100839,"Female","disloyal Customer",29,"Business travel","Eco",711,2,2,2,4,4,2,4,4,4,5,3,3,3,4,19,10,"neutral or dissatisfied"
68782,89361,"Female","Loyal Customer",12,"Personal Travel","Eco",1541,2,4,3,2,3,3,3,3,4,2,4,4,4,3,23,4,"neutral or dissatisfied"
51572,80359,"Female","disloyal Customer",42,"Business travel","Business",422,2,2,2,1,3,2,3,3,5,4,4,4,5,3,0,0,"satisfied"
89551,73507,"Male","Loyal Customer",53,"Business travel","Business",3044,3,3,3,3,4,5,4,3,3,3,3,5,3,5,0,30,"satisfied"
70777,129571,"Female","Loyal Customer",54,"Business travel","Eco Plus",2218,1,3,3,3,3,3,4,1,1,1,1,4,1,2,1,8,"neutral or dissatisfied"
11666,17409,"Male","Loyal Customer",24,"Business travel","Business",2581,1,1,1,1,4,4,4,4,1,3,5,1,1,4,0,0,"satisfied"
33026,121452,"Male","Loyal Customer",41,"Business travel","Eco",290,4,3,3,3,4,4,4,4,3,2,1,1,4,4,0,0,"satisfied"
87904,91587,"Female","Loyal Customer",44,"Business travel","Business",1340,5,5,5,5,4,5,5,5,5,5,5,4,5,4,13,7,"satisfied"
70944,10491,"Male","Loyal Customer",55,"Business travel","Business",2929,4,4,4,4,5,4,4,4,4,4,4,4,4,3,0,3,"satisfied"
91466,72941,"Male","Loyal Customer",17,"Business travel","Business",1089,2,2,2,2,4,5,4,4,4,4,4,3,4,4,10,0,"satisfied"
76791,96675,"Male","Loyal Customer",58,"Business travel","Business",3974,4,4,4,4,4,4,5,4,4,4,4,5,4,5,0,0,"satisfied"
89435,15577,"Female","Loyal Customer",47,"Business travel","Business",3779,3,3,3,3,1,2,5,5,5,4,5,5,5,1,39,35,"satisfied"
2449,36685,"Female","Loyal Customer",9,"Personal Travel","Eco",1185,4,1,4,4,5,4,5,5,1,3,3,4,3,5,0,0,"neutral or dissatisfied"
44499,15884,"Female","Loyal Customer",9,"Personal Travel","Eco",618,1,5,1,3,4,1,1,4,4,3,5,5,4,4,0,0,"neutral or dissatisfied"
1672,99710,"Female","Loyal Customer",53,"Business travel","Business",667,4,4,4,4,4,4,5,4,4,4,4,5,4,3,6,6,"satisfied"
19850,33308,"Male","Loyal Customer",43,"Business travel","Eco Plus",121,2,4,4,4,2,2,2,2,2,1,4,1,4,2,0,0,"neutral or dissatisfied"
48433,55166,"Male","Loyal Customer",67,"Personal Travel","Eco",1608,2,5,3,2,2,3,2,2,5,5,5,4,5,2,0,1,"neutral or dissatisfied"
83528,522,"Female","Loyal Customer",39,"Business travel","Business",158,1,1,1,1,4,4,5,4,4,4,5,4,4,5,0,18,"satisfied"
6006,73568,"Male","Loyal Customer",54,"Business travel","Business",2312,4,5,5,5,3,3,3,2,2,3,4,1,2,4,0,0,"neutral or dissatisfied"
83679,107351,"Male","disloyal Customer",24,"Business travel","Eco",632,3,0,3,3,2,3,2,2,3,3,4,3,4,2,0,0,"neutral or dissatisfied"
55991,11798,"Female","Loyal Customer",20,"Business travel","Eco Plus",429,3,4,4,4,3,3,3,3,2,2,4,3,3,3,0,0,"neutral or dissatisfied"
90778,82221,"Male","disloyal Customer",30,"Business travel","Eco",405,2,4,2,3,3,2,2,3,2,1,3,4,4,3,0,0,"neutral or dissatisfied"
78966,32241,"Female","Loyal Customer",38,"Business travel","Eco",163,4,4,4,4,4,4,4,4,4,5,4,2,3,4,0,8,"satisfied"
100263,97437,"Female","Loyal Customer",52,"Personal Travel","Eco Plus",587,4,5,4,2,2,5,5,4,4,4,4,3,4,3,50,82,"neutral or dissatisfied"
66595,126663,"Female","Loyal Customer",55,"Business travel","Business",602,3,3,4,3,2,4,4,4,4,4,4,5,4,5,0,0,"satisfied"
60905,119415,"Male","disloyal Customer",18,"Business travel","Eco",399,3,3,3,4,3,3,3,3,3,1,4,1,3,3,0,29,"neutral or dissatisfied"
78714,56405,"Female","Loyal Customer",47,"Business travel","Business",3919,3,4,3,3,5,5,4,5,5,5,5,3,5,4,0,9,"satisfied"
93288,72158,"Female","Loyal Customer",31,"Personal Travel","Eco",731,2,5,2,1,1,2,1,1,4,3,3,4,5,1,0,0,"neutral or dissatisfied"
46467,84038,"Male","disloyal Customer",26,"Business travel","Business",879,3,3,3,1,3,3,3,3,3,3,5,4,5,3,5,2,"neutral or dissatisfied"
1203,41856,"Male","Loyal Customer",33,"Business travel","Eco",483,4,4,4,4,4,4,4,4,3,1,3,4,5,4,313,336,"satisfied"
97652,5104,"Female","Loyal Customer",18,"Personal Travel","Eco",223,4,4,4,3,4,4,4,4,3,2,4,5,4,4,0,0,"neutral or dissatisfied"
53271,30227,"Female","Loyal Customer",47,"Business travel","Eco",826,4,5,5,5,3,2,3,4,4,4,4,3,4,1,0,0,"satisfied"
24110,81312,"Male","Loyal Customer",55,"Personal Travel","Business",1299,2,4,2,1,4,3,4,1,1,2,1,5,1,5,20,40,"neutral or dissatisfied"
75454,124647,"Male","Loyal Customer",55,"Business travel","Business",399,3,3,3,3,3,5,5,4,4,4,4,4,4,4,0,0,"satisfied"
43693,76386,"Female","Loyal Customer",45,"Business travel","Business",2240,3,4,4,4,1,2,3,3,3,3,3,1,3,4,0,0,"neutral or dissatisfied"
3983,84330,"Female","Loyal Customer",31,"Business travel","Business",606,3,5,3,3,5,5,5,5,3,3,5,3,4,5,1,0,"satisfied"
7879,93454,"Male","Loyal Customer",41,"Personal Travel","Eco",671,3,3,3,1,3,3,1,3,1,3,2,3,1,3,0,0,"neutral or dissatisfied"
57721,57832,"Female","Loyal Customer",52,"Personal Travel","Eco Plus",622,3,5,3,4,5,4,4,4,4,3,4,3,4,4,0,20,"neutral or dissatisfied"
22118,78637,"Male","Loyal Customer",15,"Personal Travel","Business",2172,3,4,3,4,1,3,4,1,4,3,4,4,4,1,0,1,"neutral or dissatisfied"
67631,63091,"Female","Loyal Customer",57,"Business travel","Business",862,5,5,5,5,4,4,4,4,2,5,4,4,3,4,151,142,"satisfied"
86408,71009,"Male","Loyal Customer",42,"Business travel","Eco",802,2,3,3,3,2,2,2,2,4,4,4,1,3,2,0,0,"neutral or dissatisfied"
52522,34359,"Female","Loyal Customer",31,"Business travel","Business",3690,1,1,1,1,1,1,1,1,3,4,3,3,2,1,15,3,"neutral or dissatisfied"
53917,48824,"Female","Loyal Customer",66,"Personal Travel","Business",373,5,2,5,4,2,4,4,4,4,5,4,4,4,1,1,9,"satisfied"
24521,81847,"Female","Loyal Customer",8,"Personal Travel","Eco",1501,2,4,2,3,2,2,2,2,4,2,4,3,3,2,0,0,"neutral or dissatisfied"
6332,86043,"Female","Loyal Customer",23,"Personal Travel","Eco",447,2,5,2,1,5,2,5,5,4,3,4,5,5,5,0,0,"neutral or dissatisfied"
68429,115337,"Female","disloyal Customer",45,"Business travel","Eco",342,4,3,4,4,1,4,1,1,2,1,4,1,3,1,0,0,"neutral or dissatisfied"
90231,104901,"Male","Loyal Customer",17,"Business travel","Business",1565,1,5,5,5,1,1,1,1,3,3,4,2,3,1,7,19,"neutral or dissatisfied"
89418,11562,"Female","disloyal Customer",26,"Business travel","Business",771,3,0,3,3,2,3,3,2,3,4,5,5,4,2,0,0,"neutral or dissatisfied"
55736,22236,"Male","Loyal Customer",41,"Business travel","Business",238,2,2,2,2,3,4,4,4,4,4,4,4,4,4,0,0,"satisfied"
19954,77019,"Female","Loyal Customer",23,"Business travel","Business",1717,3,3,5,3,3,3,3,3,2,3,4,2,3,3,31,15,"neutral or dissatisfied"
55367,39687,"Male","disloyal Customer",26,"Business travel","Business",1063,3,3,3,4,3,3,3,3,3,3,3,2,3,3,57,NA,"neutral or dissatisfied"
47817,85044,"Male","Loyal Customer",45,"Business travel","Business",1968,2,2,5,2,2,5,5,4,4,4,4,3,4,3,10,1,"satisfied"
14416,27952,"Male","disloyal Customer",22,"Business travel","Eco",1770,2,2,2,3,4,2,4,4,4,5,5,1,5,4,0,0,"satisfied"
49285,2661,"Male","Loyal Customer",34,"Business travel","Business",539,5,5,2,5,2,5,5,2,2,2,2,5,2,3,23,26,"satisfied"
92915,40895,"Male","Loyal Customer",36,"Personal Travel","Eco",558,3,4,3,3,4,3,2,4,4,5,5,5,4,4,0,0,"neutral or dissatisfied"
25243,105435,"Male","Loyal Customer",43,"Personal Travel","Eco",452,1,5,3,1,5,3,3,5,5,5,5,3,5,5,32,13,"neutral or dissatisfied"
5595,16853,"Male","Loyal Customer",33,"Business travel","Eco",746,5,2,2,2,5,5,5,5,5,2,4,4,3,5,44,35,"satisfied"
40275,52833,"Female","Loyal Customer",52,"Business travel","Eco",1721,4,2,5,5,2,3,2,4,4,4,4,2,4,5,10,0,"satisfied"
60100,27687,"Female","Loyal Customer",41,"Business travel","Eco",1107,1,2,2,2,1,1,1,1,3,3,3,1,3,1,0,0,"neutral or dissatisfied"
37166,33468,"Female","Loyal Customer",66,"Personal Travel","Eco Plus",2556,5,3,5,1,1,5,5,4,4,5,4,3,4,1,0,0,"satisfied"
69231,885,"Female","Loyal Customer",45,"Business travel","Business",3477,3,3,3,3,3,4,4,5,5,5,5,4,5,4,0,0,"satisfied"
22973,127366,"Male","Loyal Customer",28,"Business travel","Business",1009,1,1,1,1,1,1,1,1,3,1,2,3,2,1,2,6,"neutral or dissatisfied"
52850,81597,"Male","Loyal Customer",40,"Business travel","Business",2174,4,4,4,4,3,5,4,4,4,4,4,5,4,3,0,4,"satisfied"
4912,27802,"Male","Loyal Customer",13,"Business travel","Business",1448,3,3,3,3,4,4,4,4,3,5,4,3,3,4,0,0,"satisfied"
10300,121629,"Female","Loyal Customer",67,"Personal Travel","Eco",936,3,5,3,2,5,4,5,3,3,3,3,3,3,4,7,0,"neutral or dissatisfied"
76907,103173,"Male","Loyal Customer",26,"Personal Travel","Eco",272,1,0,1,2,4,1,5,4,5,4,5,4,4,4,17,10,"neutral or dissatisfied"
99700,49818,"Male","disloyal Customer",39,"Business travel","Eco",207,2,5,2,1,2,2,2,2,3,2,4,4,5,2,0,6,"neutral or dissatisfied"
18546,36681,"Female","Loyal Customer",45,"Personal Travel","Eco",1121,1,4,1,3,2,5,4,4,4,1,2,3,4,5,0,13,"neutral or dissatisfied"
78773,64497,"Male","Loyal Customer",49,"Business travel","Business",551,2,4,4,4,5,4,3,2,2,2,2,4,2,1,52,32,"neutral or dissatisfied"
29369,178,"Male","Loyal Customer",28,"Personal Travel","Eco Plus",227,2,1,2,4,4,2,4,4,3,3,4,3,4,4,0,0,"neutral or dissatisfied"
46842,99834,"Female","Loyal Customer",45,"Business travel","Eco",534,3,4,4,4,1,3,3,3,3,3,3,1,3,2,0,0,"neutral or dissatisfied"
58101,33219,"Female","Loyal Customer",32,"Business travel","Eco Plus",101,3,5,5,5,3,3,3,3,3,5,3,2,3,3,0,1,"neutral or dissatisfied"
36085,99767,"Male","Loyal Customer",51,"Business travel","Business",255,4,4,4,4,4,4,5,4,4,4,4,3,4,4,99,110,"satisfied"
76722,111280,"Male","Loyal Customer",10,"Personal Travel","Eco",479,3,5,3,3,3,3,3,3,1,4,4,5,3,3,3,0,"neutral or dissatisfied"
82170,12600,"Male","Loyal Customer",38,"Personal Travel","Eco",542,2,4,2,4,2,2,2,2,5,5,4,5,4,2,2,1,"neutral or dissatisfied"
9181,12348,"Male","Loyal Customer",32,"Business travel","Eco",190,2,3,4,3,2,2,2,2,3,2,2,2,3,2,23,17,"neutral or dissatisfied"
71847,113189,"Male","disloyal Customer",44,"Business travel","Business",391,2,1,1,5,4,2,4,4,4,3,5,5,4,4,1,0,"neutral or dissatisfied"
88851,69215,"Female","disloyal Customer",26,"Business travel","Business",733,1,0,1,3,5,1,5,5,5,3,4,4,4,5,0,0,"neutral or dissatisfied"
82584,32186,"Male","Loyal Customer",48,"Business travel","Eco",101,5,3,5,3,5,5,5,5,5,3,1,1,2,5,0,0,"satisfied"
56518,73716,"Female","Loyal Customer",65,"Business travel","Eco",192,5,2,2,2,1,5,5,5,5,5,5,1,5,4,0,0,"satisfied"
24670,90572,"Male","Loyal Customer",40,"Business travel","Business",3230,4,4,4,4,5,4,5,4,4,4,4,3,4,5,0,0,"satisfied"
93647,81633,"Female","disloyal Customer",28,"Business travel","Business",907,4,4,4,3,4,4,4,4,4,5,4,3,4,4,0,0,"satisfied"
34133,65268,"Female","Loyal Customer",35,"Business travel","Eco Plus",224,3,2,2,2,3,3,3,3,2,5,3,2,4,3,2,0,"neutral or dissatisfied"
47799,25908,"Female","Loyal Customer",52,"Business travel","Business",3309,5,5,5,5,4,4,5,5,5,5,5,5,5,3,32,28,"satisfied"
25195,96005,"Female","Loyal Customer",36,"Business travel","Business",2901,2,2,2,2,4,5,4,5,5,5,5,5,5,5,0,0,"satisfied"
65777,79907,"Male","Loyal Customer",38,"Business travel","Business",1080,5,5,5,5,5,5,5,2,2,2,2,5,2,3,65,103,"satisfied"
7070,112732,"Female","Loyal Customer",37,"Personal Travel","Eco",605,2,3,2,3,3,2,3,3,2,2,4,4,4,3,11,11,"neutral or dissatisfied"
40159,101766,"Female","Loyal Customer",13,"Personal Travel","Eco",1590,2,4,2,4,3,2,1,3,5,2,5,4,5,3,35,30,"neutral or dissatisfied"
1497,44810,"Male","Loyal Customer",53,"Business travel","Eco",1041,3,5,5,5,3,3,3,3,4,2,3,2,3,3,84,52,"neutral or dissatisfied"
57336,124075,"Male","Loyal Customer",43,"Business travel","Business",328,5,5,5,5,4,5,5,4,4,4,4,5,4,3,0,0,"satisfied"
60586,95273,"Male","Loyal Customer",52,"Personal Travel","Eco",323,4,3,4,3,4,4,4,4,5,5,5,2,4,4,1,0,"neutral or dissatisfied"
20697,34730,"Male","disloyal Customer",49,"Business travel","Eco",264,4,1,4,4,5,4,4,5,1,3,3,1,3,5,51,51,"neutral or dissatisfied"
65614,89047,"Male","Loyal Customer",40,"Business travel","Business",1892,4,4,4,4,4,3,4,4,4,4,4,3,4,3,6,0,"satisfied"
9722,106658,"Female","Loyal Customer",60,"Business travel","Business",1590,2,2,2,2,2,4,5,4,4,4,4,4,4,5,0,0,"satisfied"
34598,116972,"Male","Loyal Customer",41,"Business travel","Business",2276,2,2,2,2,4,5,5,5,5,5,5,5,5,5,54,43,"satisfied"
4517,89501,"Female","Loyal Customer",52,"Business travel","Business",2284,4,4,4,4,1,5,5,4,4,4,4,2,4,3,0,2,"satisfied"
62169,27340,"Male","Loyal Customer",23,"Business travel","Business",671,3,3,3,3,4,4,4,4,2,5,1,2,2,4,0,0,"satisfied"
81881,127013,"Female","disloyal Customer",21,"Business travel","Business",621,5,2,5,2,2,5,2,2,3,5,5,5,5,2,0,0,"satisfied"
4694,96554,"Male","disloyal Customer",17,"Business travel","Eco Plus",302,3,0,3,3,4,3,4,4,1,5,1,3,2,4,0,0,"neutral or dissatisfied"
32101,86673,"Female","Loyal Customer",20,"Personal Travel","Eco Plus",746,1,4,1,4,5,1,5,5,4,5,3,3,3,5,14,7,"neutral or dissatisfied"
78888,1982,"Male","Loyal Customer",30,"Personal Travel","Eco",351,2,4,2,3,4,2,4,4,3,2,4,3,5,4,0,11,"neutral or dissatisfied"
81024,123335,"Female","Loyal Customer",40,"Personal Travel","Eco Plus",468,1,5,1,5,2,1,2,2,4,2,5,3,4,2,38,29,"neutral or dissatisfied"
97141,98646,"Male","Loyal Customer",30,"Business travel","Eco",861,1,1,2,1,1,1,1,1,4,4,3,1,3,1,0,0,"neutral or dissatisfied"
74983,96678,"Female","Loyal Customer",20,"Personal Travel","Eco Plus",972,0,4,0,2,1,0,1,1,3,5,4,5,5,1,17,17,"satisfied"
92555,23779,"Female","Loyal Customer",39,"Business travel","Business",2595,2,2,2,2,3,1,2,4,4,4,4,4,4,3,0,29,"satisfied"
53288,72461,"Male","Loyal Customer",34,"Business travel","Business",2960,1,3,3,3,4,2,2,1,1,1,1,3,1,1,16,13,"neutral or dissatisfied"
16435,13558,"Female","Loyal Customer",50,"Personal Travel","Eco",106,5,2,5,3,3,4,4,2,2,5,2,1,2,2,0,0,"satisfied"
26690,100276,"Female","Loyal Customer",53,"Business travel","Business",2753,3,3,3,3,3,5,4,4,4,4,4,5,4,4,38,50,"satisfied"
53704,70431,"Female","Loyal Customer",60,"Business travel","Business",187,4,4,4,4,4,5,5,4,4,4,5,5,4,4,0,0,"satisfied"
42886,125661,"Female","Loyal Customer",46,"Business travel","Eco",759,3,2,2,2,3,3,3,3,3,3,3,1,3,1,4,0,"neutral or dissatisfied"
30236,20965,"Male","Loyal Customer",36,"Business travel","Business",321,3,2,2,2,4,4,3,3,3,3,3,4,3,2,54,29,"neutral or dissatisfied"
66765,64433,"Male","disloyal Customer",42,"Business travel","Business",989,2,3,3,4,2,2,2,2,4,2,4,3,4,2,4,6,"neutral or dissatisfied"
35555,61768,"Male","Loyal Customer",35,"Personal Travel","Eco",1635,3,4,3,4,5,3,5,5,1,4,2,3,4,5,40,17,"neutral or dissatisfied"
32075,59430,"Male","Loyal Customer",56,"Personal Travel","Eco Plus",2504,2,2,2,4,1,2,1,1,2,3,4,1,3,1,10,0,"neutral or dissatisfied"
26714,78619,"Male","Loyal Customer",56,"Business travel","Business",1426,4,4,4,4,2,4,5,4,4,3,4,4,4,3,0,11,"satisfied"
18387,34039,"Female","Loyal Customer",26,"Business travel","Eco Plus",1598,2,3,3,3,2,2,3,2,4,3,2,4,3,2,5,0,"neutral or dissatisfied"
82525,20119,"Female","Loyal Customer",40,"Business travel","Eco",416,1,5,5,5,1,1,1,1,2,3,3,3,4,1,0,0,"neutral or dissatisfied"
23976,90843,"Female","disloyal Customer",29,"Business travel","Eco",404,3,1,3,4,1,3,1,1,3,2,4,2,4,1,0,0,"neutral or dissatisfied"
68615,11505,"Male","Loyal Customer",33,"Personal Travel","Eco Plus",270,2,4,2,2,5,2,2,5,3,4,5,3,4,5,0,3,"neutral or dissatisfied"
63480,30126,"Female","Loyal Customer",46,"Personal Travel","Eco",399,3,5,3,3,4,4,5,1,1,3,1,4,1,4,0,0,"neutral or dissatisfied"
31314,94860,"Female","disloyal Customer",25,"Business travel","Eco",248,2,0,2,3,4,2,4,4,1,1,4,3,4,4,0,0,"neutral or dissatisfied"
43754,121622,"Female","Loyal Customer",31,"Personal Travel","Eco",912,1,4,1,1,1,1,3,1,3,5,5,5,5,1,0,13,"neutral or dissatisfied"
45554,41051,"Female","Loyal Customer",51,"Personal Travel","Eco",1086,2,4,1,3,3,4,5,5,5,1,5,5,5,3,0,2,"neutral or dissatisfied"
57942,48961,"Female","Loyal Customer",43,"Business travel","Business",3727,2,2,2,2,3,4,2,3,3,4,3,1,3,5,0,0,"satisfied"
74658,50751,"Male","Loyal Customer",17,"Personal Travel","Eco",337,3,5,3,5,2,3,2,2,4,4,4,4,4,2,0,2,"neutral or dissatisfied"
73798,28080,"Male","Loyal Customer",39,"Business travel","Business",2172,5,5,5,5,4,4,5,4,4,4,4,4,4,4,0,0,"satisfied"
102345,19327,"Male","disloyal Customer",15,"Business travel","Eco",743,2,2,2,1,5,2,1,5,4,3,5,1,2,5,11,0,"neutral or dissatisfied"
20399,24205,"Female","Loyal Customer",39,"Business travel","Eco",147,4,5,4,4,4,4,4,4,5,4,1,5,4,4,0,0,"satisfied"
4971,91086,"Male","Loyal Customer",57,"Personal Travel","Eco",404,1,4,1,3,1,1,1,1,3,2,4,3,4,1,24,20,"neutral or dissatisfied"
69044,121835,"Male","Loyal Customer",56,"Business travel","Business",449,2,2,2,2,4,5,4,5,5,5,5,4,5,5,0,0,"satisfied"
37491,65294,"Male","Loyal Customer",8,"Personal Travel","Eco Plus",247,1,3,1,4,5,1,3,5,4,4,3,4,4,5,1,0,"neutral or dissatisfied"
6372,16419,"Female","disloyal Customer",25,"Business travel","Eco",529,3,0,3,5,1,3,1,1,5,1,2,1,4,1,0,0,"neutral or dissatisfied"
73395,78195,"Female","Loyal Customer",58,"Business travel","Eco",259,3,3,3,3,3,3,4,4,4,3,4,4,4,3,46,37,"neutral or dissatisfied"
82755,118988,"Male","Loyal Customer",46,"Business travel","Business",479,2,2,2,2,2,5,4,5,5,5,5,3,5,3,10,13,"satisfied"
601,102620,"Male","Loyal Customer",45,"Personal Travel","Eco",1294,3,5,3,5,2,3,2,2,3,3,4,3,4,2,11,4,"neutral or dissatisfied"
74058,18366,"Female","disloyal Customer",18,"Business travel","Eco",169,3,4,3,3,4,3,4,4,1,4,3,1,3,4,4,34,"neutral or dissatisfied"
47605,11616,"Male","Loyal Customer",39,"Personal Travel","Eco",468,3,5,3,3,3,3,4,3,3,4,4,4,5,3,0,9,"neutral or dissatisfied"
28576,58019,"Male","Loyal Customer",45,"Business travel","Eco",1721,2,3,3,3,2,2,2,2,3,4,1,3,3,2,0,0,"neutral or dissatisfied"
7876,66292,"Female","Loyal Customer",52,"Business travel","Business",852,5,5,5,5,3,4,4,4,4,4,4,4,4,5,32,23,"satisfied"
58262,54617,"Female","Loyal Customer",36,"Business travel","Business",3237,2,2,2,2,5,1,3,5,5,5,5,3,5,2,0,0,"satisfied"
2776,58544,"Male","disloyal Customer",35,"Business travel","Business",1514,3,3,3,1,4,3,1,4,5,4,4,5,5,4,0,0,"neutral or dissatisfied"
30711,102719,"Male","Loyal Customer",29,"Personal Travel","Eco",255,2,4,2,4,4,2,4,4,3,3,3,2,4,4,0,0,"neutral or dissatisfied"
17748,77440,"Female","Loyal Customer",50,"Personal Travel","Eco Plus",588,2,4,2,5,2,4,5,1,1,2,1,3,1,5,0,0,"neutral or dissatisfied"
7487,60001,"Male","Loyal Customer",53,"Personal Travel","Eco",937,2,5,2,1,5,2,5,5,3,2,3,5,2,5,0,0,"neutral or dissatisfied"
101451,127697,"Female","disloyal Customer",25,"Business travel","Business",2133,4,4,4,5,5,4,3,5,5,2,3,3,4,5,12,0,"neutral or dissatisfied"
76661,41347,"Female","Loyal Customer",20,"Business travel","Eco",956,4,4,4,4,4,4,5,4,4,2,3,5,1,4,34,21,"satisfied"
100099,40461,"Male","disloyal Customer",37,"Business travel","Eco",290,1,3,1,3,1,1,1,1,1,1,4,3,3,1,0,0,"neutral or dissatisfied"
45429,120985,"Male","Loyal Customer",48,"Business travel","Business",920,3,3,3,3,3,5,4,4,4,4,4,4,4,5,0,0,"satisfied"
9738,69601,"Female","Loyal Customer",41,"Personal Travel","Eco",2475,1,4,1,4,1,1,1,3,5,5,4,1,4,1,0,0,"neutral or dissatisfied"
61774,118379,"Female","Loyal Customer",41,"Business travel","Business",2926,1,1,1,1,5,5,5,3,5,5,4,5,4,5,159,157,"satisfied"
19511,112344,"Female","Loyal Customer",53,"Business travel","Business",846,2,2,2,2,5,4,4,4,4,4,4,4,4,4,4,3,"satisfied"
80142,40698,"Female","Loyal Customer",40,"Business travel","Business",532,2,2,2,2,1,2,1,4,4,5,4,5,4,2,0,0,"satisfied"
49587,56452,"Male","Loyal Customer",58,"Personal Travel","Eco",719,2,5,2,2,2,2,2,2,3,3,5,3,4,2,0,0,"neutral or dissatisfied"
101352,65516,"Female","Loyal Customer",48,"Business travel","Business",1616,2,2,2,2,2,4,5,3,3,3,3,3,3,4,0,11,"satisfied"
49752,67633,"Female","disloyal Customer",37,"Business travel","Business",1431,2,2,2,2,4,2,4,4,3,5,4,5,5,4,25,53,"neutral or dissatisfied"
90498,49703,"Male","Loyal Customer",57,"Business travel","Business",2136,3,3,3,3,2,3,5,3,3,4,4,2,3,1,0,0,"satisfied"
52291,100557,"Female","disloyal Customer",36,"Business travel","Eco Plus",711,2,2,2,3,3,2,3,3,2,2,3,2,4,3,24,9,"neutral or dissatisfied"
101095,82483,"Male","Loyal Customer",40,"Business travel","Business",502,3,3,3,3,3,4,4,4,4,4,4,5,4,5,7,0,"satisfied"
38244,120076,"Male","Loyal Customer",41,"Business travel","Business",1508,2,5,5,5,1,3,4,2,2,2,2,2,2,2,0,0,"neutral or dissatisfied"
99045,59733,"Male","Loyal Customer",44,"Personal Travel","Eco Plus",964,2,1,2,1,3,2,3,3,2,2,2,2,2,3,0,0,"neutral or dissatisfied"
4681,43369,"Female","Loyal Customer",38,"Personal Travel","Eco",436,2,5,2,4,5,2,4,5,4,5,5,5,5,5,0,0,"neutral or dissatisfied"
68956,57292,"Female","Loyal Customer",32,"Personal Travel","Eco Plus",628,2,4,3,4,5,3,5,5,5,4,4,5,5,5,5,0,"neutral or dissatisfied"
37764,57569,"Male","Loyal Customer",23,"Business travel","Business",1597,1,5,5,5,1,1,1,1,4,5,3,2,4,1,0,0,"neutral or dissatisfied"
34826,54120,"Female","Loyal Customer",23,"Business travel","Eco",1400,0,4,0,2,4,0,4,4,2,5,5,4,4,4,0,0,"satisfied"
86478,26119,"Female","Loyal Customer",24,"Business travel","Business",2521,3,5,5,5,3,3,3,3,2,3,4,1,3,3,31,30,"neutral or dissatisfied"
