"avganncount","avgdeathsperyear","target_deathrate","incidencerate","medincome","popest2015","povertypercent","studypercap","binnedinc","medianage","medianagemale","medianagefemale","geography","percentmarried","pctnohs18_24","pcths18_24","pctsomecol18_24","pctbachdeg18_24","pcths25_over","pctbachdeg25_over","pctemployed16_over","pctunemployed16_over","pctprivatecoverage","pctprivatecoveragealone","pctempprivcoverage","pctpubliccoverage","pctpubliccoveragealone","pctwhite","pctblack","pctasian","pctotherrace","pctmarriedhouseholds","birthrate"
3887,1269,168.6,529.6,87220,628715,8.2,146.3302132,"(61494.5, 125635]",42.3,40.9,43.6,"Monmouth County, New Jersey",53.2,10.9,26.8,44.8,17.4,25.6,26.1,60.8,7.9,78.8,64.2,58.1,24.2,10.7,82.60289104,7.286251262,5.283819544,2.606228693,55.28066751,4.571872443
2795,884,150.3,488.5,100511,499509,5,122.1199218,"(61494.5, 125635]",42,40.8,43.3,"Morris County, New Jersey",56.7,12.2,25.9,NA,20.6,22.5,29.8,64.7,6.3,84,NA,65.8,19.8,7.5,81.55751196,3.206795774,9.716334265,3.356737964,59.86962292,3.635690867
4355,1607,174.2,524.9,62937,588721,11.9,62.84810632,"(61494.5, 125635]",42.8,40.4,45.1,"Ocean County, New Jersey",53.6,13,29.3,NA,12.4,36.1,18,53.6,8.8,70.9,51.5,46.3,38.5,19,91.84420259,3.09760905,1.872996829,1.492844288,53.40548509,6.13243835
415,164,194.8,516.6,56645,64180,13.1,62.32471175,"(54545.6, 61494.5]",41.8,40.2,42.8,"Salem County, New Jersey",48.7,15.6,36.5,NA,9.1,38.6,14.3,55.8,10.6,69.1,54.3,50.4,35.2,18.7,80.25184275,14.02487715,0.97972973,2.315724816,49.59953998,5.98109071
1673,549,153.3,471,100194,333654,5,329.6828451,"(61494.5, 125635]",40.8,39.6,42,"Somerset County, New Jersey",56.6,13.5,27.4,NA,18.7,21.9,29.2,65,6,82.2,71.1,65.8,19.2,8.6,68.24146108,9.095473739,16.07119091,4.459111203,60.66311488,4.842990108
2663,909,155.6,463,68172,555786,11.1,25.18955137,"(61494.5, 125635]",38.1,36.5,39.5,"Union County, New Jersey",46.5,15.3,29.8,NA,13,29.7,19.7,62,9.8,65.9,56.1,51.1,27.5,17.1,57.86687417,21.30720336,4.822467307,13.51850772,49.27138445,5.746896424
623,227,175.1,485.9,71294,106869,8.3,28.0717514,"(61494.5, 125635]",42.6,41.4,43.7,"Warren County, New Jersey",54.5,14.6,27,45.2,13.2,34,19.7,61.3,9,76.9,62.9,58.3,26.3,12.4,89.1518848,4.11560629,2.70829836,2.343647996,54.94516044,4.839230894
2820,1031,147.1,404.1,47192,676685,18.7,294.0807022,"(45201, 48021.6]",36.5,35.2,37.9,"Bernalillo County, New Mexico",43.7,18.9,25.7,48.3,7.2,23.8,17.9,57.5,8.4,58.5,46,39.2,37.7,24.1,71.84702564,2.966719737,2.320819416,14.06276198,41.35260379,5.264795797
109,42,146.5,375.5,35081,27329,28.8,0,"(34218.1, 37413.8]",36.2,35.2,37.8,"Cibola County, New Mexico",38.1,27.3,34.1,NA,2.5,36.5,8.4,44.9,15.3,40.4,28.5,26.7,50.4,35.7,43.37886203,1.015265503,0.624497845,11.0474034,39.63436072,6.744769874
76,30,139.9,377.4,37156,12414,20.5,0,"(34218.1, 37413.8]",47.6,46.9,48.4,"Colfax County, New Mexico",48.3,25.5,31.3,NA,2.5,33.9,14.9,45.8,9.5,57.1,34.7,27.6,50,26.1,85.49665307,0.415480495,1.123336155,9.332922982,44.21204472,5.741042345
153,66,143.8,336.5,42620,50398,19.2,0,"(40362.7, 42724.4]",30.7,29.3,32.9,"Curry County, New Mexico",48.7,15.8,34.4,NA,4.3,25.2,12.6,54,9.1,56.9,41.1,27.4,38.7,24.1,69.66552468,6.350872329,1.542665901,17.74362833,48.77216166,7.197033541
14,8,243.6,467.1,33789,1828,20.6,0,"[22640, 34218.1]",47.3,51.2,45.9,"De Baca County, New Mexico",27.6,59.1,8.6,NA,0,42.9,6.8,36.9,5.2,53.4,37.3,29.2,49.3,30.4,80.04950495,0,0.148514851,15.0990099,41.92307692,0
799,319,150.8,381,38974,214295,27.9,111.9951469,"(37413.8, 40362.7]",32.4,31.1,34,"Doña Ana County, New Mexico",46.2,14,21.3,NA,4.8,22,16.2,54,11.5,49.6,37.3,32,43.5,29.9,89.05792123,1.73020569,1.088505957,4.908792642,48.15681763,5.880465757
21,8,142.8,361.2,29147,4371,25.8,0,"[22640, 34218.1]",41.6,40.9,41.9,"Guadalupe County, New Mexico",33.7,16.8,37.7,NA,3.2,40.2,7.8,35,1.2,60.6,38.7,34.5,50.5,20.2,84.15819708,1.568714096,0.022094565,8.837825895,41.44295302,3.558718861
94,27,114.5,406.2,108477,17785,4.2,0,"(61494.5, 125635]",43.5,41.8,45.1,"Los Alamos County, New Mexico",65.5,23.5,26,41.6,8.9,10.8,24.9,62.1,3.5,89.6,NA,66.7,21.2,4.2,86.70494453,0.484976866,6.69491053,2.737053347,59.63230466,5.543652919
144,64,181.8,420.6,27268,24518,30.6,0,"[22640, 34218.1]",39,38.3,39.2,"Luna County, New Mexico",47.1,21.1,44.3,NA,0.5,31.6,6.9,44.4,13.8,37.5,24.2,21.8,55.1,37.9,89.47517044,1.173907782,0.383234499,5.66783654,44.70367094,8.62924023
25,10,134.3,359,27627,4596,24.2,0,"[22640, 34218.1]",42.6,44,42.6,"Mora County, New Mexico",41.2,12.8,10.6,NA,27.4,35.6,6.8,31.9,5.4,27.8,16.8,14.3,62.7,46.6,63.64806867,0.128755365,0,35.57939914,43.34945586,1.084812623
286,122,161.1,393,41736,64362,20.2,15.53711818,"(40362.7, 42724.4]",35.6,33.1,37.9,"Otero County, New Mexico",49.1,16,34.1,NA,3.7,29.5,9,43.2,12.7,53.2,NA,19.5,47.2,27.5,75.95609174,3.708013105,1.345723996,8.291741939,48.6479635,8.221797323
56,27,190.6,412.7,29069,8455,23.9,0,"[22640, 34218.1]",45.7,43.7,48.2,"Quay County, New Mexico",45,34.7,36.3,NA,4.1,38.8,9.1,41.6,5,54.8,NA,29.3,51.2,25.9,89.99770062,2.207404001,0.632329271,4.265348356,42.24678817,4.063068526
164,71,155.5,351.8,34902,39465,24.1,0,"(34218.1, 37413.8]",40.1,39.6,40.6,"Rio Arriba County, New Mexico",41.9,23.8,31.7,NA,2.7,31.8,10.6,48.5,11.4,48.8,36.2,32,42.5,26.6,62.51470625,0.52567023,0.360459586,19.00423039,41.29643117,3.902327704
125,57,158.2,355.6,32964,27967,25.5,0,"[22640, 34218.1]",42.5,42.1,42.9,"San Miguel County, New Mexico",33,16.8,24.6,NA,6.4,28.4,10.5,41.4,6.4,46.4,31.7,24.1,48.1,30.2,56.35900656,1.817357332,0.92786382,36.8285196,31.9243604,5.744748568
691,231,126.1,374.3,52628,148686,14.2,60.53024495,"(51046.4, 54545.6]",44.4,42.7,46.2,"Santa Fe County, New Mexico",47.6,25.2,25.9,NA,6.9,21.4,20.4,NA,7.9,60.1,45.1,36.3,35.9,19.7,83.24428311,0.781058814,1.213394241,8.915218751,43.68165547,4.017424976
100,47,190.3,424.2,29036,11282,23.8,0,"[22640, 34218.1]",55.6,54.7,56.5,"Sierra County, New Mexico",47.9,17.1,51.8,NA,3.3,33.7,12.3,39.8,6.8,50.8,NA,22.5,57.6,27.8,91.39044339,0.4563065,0.241067585,3.409384417,44.70658208,8.198614319
154,62,135.2,339,36125,32907,19.2,0,"(34218.1, 37413.8]",46.8,46.1,48.5,"Taos County, New Mexico",42.4,23.4,36.4,34.5,5.8,25.4,16.9,52.8,10.7,47.3,32,23.8,50.3,29.3,70.61894788,0.531220593,0.807455302,18.37112588,41.50030248,4.706601467
108,32,164.3,558.5,37311,15485,27.6,64.57862448,"(34218.1, 37413.8]",43.3,43.1,43.5,"Torrance County, New Mexico",49.1,32,30.9,NA,2.3,34.2,10.4,41.6,11.2,42,30.1,24.8,52.1,36.8,89.53510377,1.26789882,0.025231817,2.889043083,50.52141527,2.98792117
18,9,151.6,303,36684,4201,19.4,0,"(34218.1, 37413.8]",40.3,38.2,45.2,"Union County, New Mexico",44.5,15.4,23.7,NA,12,35.3,11,46.5,2.1,48.2,34.2,28.7,44.4,28.1,79.09656603,2.834754552,0.207421065,14.01244526,47.01731879,3.536585366
334,133,163.1,402.3,40591,75737,24.5,330.0896524,"(40362.7, 42724.4]",38.5,36.9,40,"Valencia County, New Mexico",49.2,18.6,36.2,NA,1.6,31.9,10.8,47.3,12.4,52.6,37.9,33.9,46.1,29.7,74.65169011,1.125863402,0.559655032,16.69528291,51.14469717,6.407674997
282,105,177.2,490.7,42655,47462,18.3,0,"(40362.7, 42724.4]",38.3,36.8,39.7,"Allegany County, New York",47.6,7.2,21.4,NA,5.7,38.7,9.8,51.8,9.2,67.8,50.6,45.7,38.7,20.2,95.65633451,1.408362804,1.196172249,0.4784689,49.29176921,4.844731809
1235,442,163.6,494.4,46283,196567,17.2,106.8338022,"(45201, 48021.6]",39.9,37.8,42,"Broome County, New York",43.8,9.7,24.4,NA,11.6,32.2,15,54.1,7.8,69.2,52.4,47.5,38.9,21.2,86.90110201,5.433811392,4.089493319,0.995492016,43.30106657,4.2987606
515,171,167.9,517.8,43892,77922,16.2,0,"(42724.4, 45201]",41.4,40.6,42.1,"Cattaraugus County, New York",48.7,18.3,32.9,NA,5.5,40.9,10.3,54.3,8.2,67.3,NA,44,39.8,18.7,92.23297282,1.579240647,0.832045794,0.441984752,46.90374585,4.82052462
465,163,158.6,470.8,52792,78288,12.7,102.1867975,"(51046.4, 54545.6]",42.5,41.2,44,"Cayuga County, New York",46.8,19.4,27.7,45.6,7.3,34.1,12.5,56.9,7.3,71,53.2,48.7,36.2,17.9,92.2839857,4.355020019,0.428176272,0.588584492,45.81880408,5.470136014
559,214,183.8,508.2,48880,87071,18.2,195.2429626,"(48021.6, 51046.4]",40.9,39.6,42.3,"Chemung County, New York",48.3,14.1,33.7,NA,8.1,35.6,12.8,53.8,5.4,68.8,52.7,49.9,39,21.4,88.45548166,5.901412759,1.516988229,0.311554715,45.98629397,5.089635277
337,121,180.3,512.4,46387,48844,16.7,0,"(45201, 48021.6]",43.8,42.6,45,"Chenango County, New York",50.2,16.6,36.4,41.2,5.8,39.2,9.5,53.6,7.1,66,48.8,44.9,40.7,20.8,96.24210378,0.849663969,0.534824114,0.478314396,49.42212718,5.052412881
12,5,111.3,327,38636,2214,14.6,0,"(37413.8, 40362.7]",59,60.2,58.2,"Highland County, Virginia",63.1,16.1,33.9,NA,16.9,38.6,14.6,51.3,1.1,69.4,34,27.4,39.3,9.7,99.50980392,0,0,0,53.59477124,10.79136691
410,159,149,423,75926,73147,7.9,27.34220132,"(61494.5, 125635]",45.4,43.4,46.7,"James City County, Virginia",58.3,13.5,31.2,NA,15,21.1,26.5,54.7,5.1,81.1,57.8,45.2,30.5,10.7,80.28525745,13.5426542,2.964356968,0.732953179,57.275,4.819607038
38,18,180.3,383.4,46331,7158,14.8,0,"(45201, 48021.6]",45.9,42.8,48.4,"King and Queen County, Virginia",53.7,20.9,41,NA,2,41.1,12.5,57,5.5,65.7,50.8,44.5,31.9,16.7,68.81508584,26.54095131,0.182943991,0.197016606,49.61990325,9.290030211
90,32,187.4,514.8,64305,16269,8.8,0,"(61494.5, 125635]",40.7,40,41.5,"King William County, Virginia",58.5,5.7,36.6,NA,9.3,39.4,12.5,63,5.4,75.6,62.7,55.5,25.5,13.5,76.52357582,19.54401441,0.869727278,0.21743182,60.48707753,6.631716907
107,73,224.2,330.5,31429,24742,26.6,0,"[22640, 34218.1]",42.8,40.3,46.2,"Lee County, Virginia",49.8,21.4,22.9,NA,6.5,33.6,7.6,37.9,12,52.5,35.4,30.3,48.8,26.3,93.93398397,3.824486233,0.261842418,0.535586765,51.50873478,6.208251473
862,283,136.5,364.9,122641,375629,3.9,449.9120142,"(61494.5, 125635]",35.3,34.9,35.6,"Loudoun County, Virginia",61.2,16.6,26.5,NA,17.1,13.8,34.8,72.6,4,86.9,77.1,68.9,11.8,4.6,67.77024968,7.432026406,16.20002905,3.625732993,65.51325905,6.198748382
183,77,191,456.9,60121,34602,11.5,0,"(54545.6, 61494.5]",43.7,42.8,44.4,"Louisa County, Virginia",55.1,14.8,50.4,32.1,2.7,37,13,58.3,8.1,67.4,51.9,46.1,30.2,14.3,78.38815983,16.67451303,0.517860295,1.894897899,58.25863279,5.015546843
70,33,189.8,404.1,37548,12299,22.4,0,"(37413.8, 40362.7]",44.7,43.2,46.6,"Lunenburg County, Virginia",45.7,21.3,31.4,NA,7.7,34.9,8.1,43.8,7.3,58.5,40.5,34.4,41.3,22.6,61.81716834,34.03408186,0.286669852,1.727982163,47.05491585,7.48049564
309,120,153.3,396.2,43484,97653,24.8,256.00852,"(42724.4, 45201]",27.5,26.2,29.6,"Montgomery County, Virginia",39.1,2.7,11.3,72.3,13.7,21.8,23.2,55,5.6,82.4,70.1,58.2,19.9,8.7,86.72084754,4.348637358,6.119191019,0.910155805,43.44441603,3.135414054
120,44,194.3,526.7,48076,14785,13.4,0,"(48021.6, 51046.4]",48.4,45.7,49.4,"Nelson County, Virginia",50,12.9,48.5,29.8,8.9,33.6,14.4,54.4,5.7,69.1,49.5,40.9,36,15.2,83.89419841,13.44057074,0.249024095,1.346076188,44.34453384,5.74048913
94,39,201.4,454.3,72406,20392,6.2,0,"(61494.5, 125635]",43.1,41.9,44.5,"New Kent County, Virginia",60.6,13.9,41.3,36.8,8,33,16.7,62.8,6.1,83.8,69,59.5,21.7,8.7,81.64110429,12.25460123,0.77198364,0.552147239,63.5566516,2.628490965
106,44,201.5,508,37996,15673,24.3,0,"(37413.8, 40362.7]",41.5,41,43.9,"Nottoway County, Virginia",42.7,26.7,40.2,NA,0,37.1,10.5,43.8,10.8,59.2,41.6,35.6,44.1,24.5,56.82006238,39.55827127,0.566482083,1.082044427,44.24762927,7.331771008
225,82,177.3,503.5,59282,35385,10.7,0,"(54545.6, 61494.5]",42.6,41,44,"Orange County, Virginia",54.7,10.7,47.3,37.5,4.5,34.7,15.2,53.8,7.9,69.9,51.4,45.9,33.9,15.7,82.58469187,12.74135738,0.994334605,1.008787143,56.73692428,2.100668394
137,65,199.2,430.1,44851,23726,16.9,0,"(42724.4, 45201]",44.1,43.5,44.9,"Page County, Virginia",53.1,14.8,41.3,NA,7.3,42.9,8.1,52.8,9.3,63.5,48.3,38.1,35.7,18.1,95.63393868,1.644088412,0.51587468,0.57039802,53.00896287,5.963302752
97,52,178.3,339.1,34885,18045,21.9,0,"(34218.1, 37413.8]",48,46.1,50,"Patrick County, Virginia",53.5,10.5,36.3,NA,6.9,36,8,45,8.3,57.4,39.5,32.2,43.9,22.3,92.20324135,6.395094174,0.076653526,0.251861586,51.42490372,2.944539737
346,156,176.8,399,44207,62194,14.6,0,"(42724.4, 45201]",546,44.2,46.7,"Pittsylvania County, Virginia",53.5,14.7,40.7,NA,6.3,35.3,9.4,53.9,7.7,66.2,NA,42.6,36.2,18.6,74.84473039,21.41765137,0.3423894,1.57658375,51.5913601,4.194566305
145,52,175.1,459.6,75539,28031,7.1,0,"(61494.5, 125635]",43.7,42.4,44.9,"Powhatan County, Virginia",57.5,26.2,46.2,NA,2.7,28.6,19.3,56.6,4.9,83.7,65.2,57.4,22.7,7.2,85.04271989,12.25936824,0.542418549,0.251710568,65.72456321,5.615292712
155,59,172.1,437,61792,37862,10.5,0,"(61494.5, 125635]",37.1,36,38.3,"Prince George County, Virginia",49.7,12.5,36.2,NA,5,33.4,14,47.4,10.6,80.5,62.4,44.9,25.2,9,59.75922953,32.070626,2.09470305,2.070626003,61.87173482,4.855936413
1142,407,150.1,373.7,91886,451721,7.2,19.92380252,"(61494.5, 125635]",34,33.3,34.7,"Prince William County, Virginia",55,13.1,33.9,NA,10,21.7,23.2,68.5,5.4,78,65.7,54.5,17.1,8.6,61.4488498,20.4657981,7.773897652,4.59188924,60.21316724,6.857756326
44,17,149.6,401.1,62800,7378,9.3,0,"(61494.5, 125635]",49.1,48.9,49.2,"Rappahannock County, Virginia",63.9,13.1,47.2,NA,3.7,25.6,19.9,57,2.9,68.1,50.5,39.9,31.5,13.1,92.38325932,4.185170233,0.807428341,0.309514197,58.75343721,5.182481752
493,204,155.9,400.5,61935,94409,8.2,21.18442098,"(61494.5, 125635]",43.5,42.3,45,"Roanoke County, Virginia",55.7,12,36.9,NA,12.5,26.4,22.7,59.2,5.1,79.6,NA,53.7,29.1,12.8,88.97717685,5.810985443,2.851558745,0.145247936,53.38800964,5.404491669
115,58,159.2,338,48497,22354,13,0,"(48021.6, 51046.4]",48.3,47.1,49.2,"Rockbridge County, Virginia",55,16,46.7,32.4,5,36.3,13.8,51.9,4.1,69.3,48.9,39.5,35,15.6,93.75334165,2.86936375,0.699518802,0.770807343,53.65382552,6.476146578
378,157,156.1,400.2,55798,78593,11.7,0,"(54545.6, 61494.5]",41.5,40.6,42.3,"Rockingham County, Virginia",57,13,42.3,NA,7.1,35.5,14.4,61.3,5.4,72.9,58.7,50.2,27.2,13,94.25467635,1.824259176,0.723789934,1.400012856,58.19746835,4.834403227
137,81,212,365.4,37378,27891,17.9,0,"(34218.1, 37413.8]",43.8,43,44.8,"Russell County, Virginia",54,12.6,39.5,45.6,2.4,36.7,8,43.7,8,56.7,NA,35.5,43.2,23.5,97.21720659,1.037351744,0.145158435,0.601876438,52.3494794,3.255738239
110,69,196.1,330.8,36290,22126,20.8,0,"(34218.1, 37413.8]",45.4,44.4,47,"Scott County, Virginia",57.6,4.1,38.3,NA,9.9,36.2,8.1,45.3,9.4,62.7,44.3,40.5,42.7,20.7,98.08152415,0.757642889,0.26583961,0.101905184,55.30440345,2.248441674
235,104,171.4,407.6,45430,43190,12,0,"(45201, 48021.6]",43.8,42.3,45.1,"Shenandoah County, Virginia",55.6,14.5,39.5,NA,5.7,39.5,12.2,57.9,6,68.9,NA,45.4,33.4,15.9,93.12798427,2.375713884,0.512592454,1.956745623,53.77866168,7.406593407
171,92,202.4,389.1,37831,31470,19.7,0,"(37413.8, 40362.7]",44.3,42.8,46.1,"Smyth County, Virginia",51.7,14.7,44.8,NA,4.6,38.8,9.2,50.8,6.4,59.2,44.2,39.8,41.4,24.3,96.08621668,2.136509737,0.343480179,0.012604777,49.67565455,6.188734455
97,43,181.8,405.7,46521,18109,15.3,0,"(45201, 48021.6]",45.4,45.7,45.2,"Southampton County, Virginia",48.3,21.2,27.9,NA,2.3,34.8,10.1,52.1,7.2,66.8,49.6,42,33.3,16.7,60.91797936,35.92069527,0.10320478,0.401955459,52.5142173,5.455508475
460,160,175.6,450.5,92647,142003,5.9,0,"(61494.5, 125635]",34.7,33.5,35.9,"Stafford County, Virginia",57.4,11.1,36.1,NA,14.7,23.7,22.2,61.8,5.5,84.1,65.8,51.8,18.4,7,70.13161253,17.12931569,2.939954063,5.125232418,66.38405714,4.970818505
40,17,182.2,426.5,48707,6709,12.9,0,"(48021.6, 51046.4]",47.5,47.1,47.8,"Surry County, Virginia",53.2,25.8,44,NA,14,29.2,15.4,56.2,10.7,65.2,50.4,42.3,31.4,17.1,52.39630661,45.06815184,0.820753334,0.747471787,53.5982009,4.897660819
312,136,176.7,420.8,43353,54591,14.5,36.63607554,"(42724.4, 45201]",44.7,43.2,46.1,"Washington County, Virginia",53.9,11.1,34.4,NA,8.8,32.9,14.4,53.6,6.9,67.4,49.3,41.5,37.7,17.7,96.45720338,1.490166,0.555159882,0.500374368,52.00899749,5.091597145
176,106,223.4,367.3,38528,39718,21.9,0,"(37413.8, 40362.7]",39.8,37.8,41.5,"Wise County, Virginia",47.5,12.2,35.6,46.3,5.9,32.4,9,41.3,11,59.7,43.7,40,42.3,22.9,92.66962744,5.418208734,0.47125586,0.180113496,49.41654648,3.651138835
272,103,152.3,389.3,81169,67837,5.5,0,"(61494.5, 125635]",39.5,37.4,40.8,"York County, Virginia",61.5,9.3,36.4,42.6,11.7,19.6,22.8,57.8,5.8,87.2,NA,43.4,20.9,6.2,77.04863775,13.50965083,5.253418784,0.559642551,64.84977289,4.925163106
117,43,159.3,493.6,52355,17820,11.5,0,"(51046.4, 54545.6]",40,37.7,43.5,"Colonial Heights city, Virginia",47.4,14.1,44.2,27.1,14.6,35.2,13.7,54.9,8.3,74.6,53.4,43,32.2,12.5,79.65743648,13.05737939,3.499857265,1.741364545,42.69631298,3.664122137
320,130,207.4,539,33646,42082,23.6,356.4469369,"[22640, 34218.1]",41.8,38.3,44.5,"Danville city, Virginia",38.7,13.7,32.7,47.5,6.1,28.1,11.3,48.9,12.7,57.2,NA,34.1,46.1,25.5,46.20023557,48.65959953,1.220259128,1.703180212,33.34770192,3.236583838
51,25,221.7,468,38583,8490,22.5,0,"(37413.8, 40362.7]",38,35.2,40.3,"Franklin city, Virginia",34.9,31.3,22.8,NA,0.6,24.9,16.1,51.8,13.7,59.4,41.9,37.1,40.5,22.3,38.85538607,58.60234126,0.591226203,0.744945016,30.84274544,4.927099045
120,39,180.3,566.3,51195,28118,16.8,1280.318657,"(51046.4, 54545.6]",29.4,29.5,29.3,"Fredericksburg city, Virginia",33.7,2.6,24.6,NA,12.3,26.9,21.2,60.4,8.9,71.3,57.9,49.1,24.4,13.6,65.63971528,23.29987224,2.47490418,3.668552656,34.21626984,4.269052202
139,65,244.9,547.6,40122,22378,19.5,0,"(37413.8, 40362.7]",36.9,34.9,38.1,"Hopewell city, Virginia",35.3,31.5,36.5,26.8,5.2,38.3,8.1,52.4,12.8,62,45.6,39.9,38.8,21.9,52.70434041,38.08519233,1.463261367,4.241662552,30.50769584,5.969289827
108,41,155.2,364.1,72510,41764,9.8,0,"(61494.5, 125635]",33.3,32.2,34.1,"Manassas city, Virginia",53.3,21.6,25.2,NA,8,26,17.6,69.8,7.5,69.1,58.4,51.6,19.3,10.8,71.43312962,14.25766389,5.242618364,4.440026508,56.91305397,6.93416809
22,9,197.3,461,31620,3939,21.6,3046.458492,"[22640, 34218.1]",39.3,44.3,37,"Norton city, Virginia",43.1,25.3,20.3,NA,15.2,19.4,14.3,55.1,11.1,59.8,45.3,37.7,42.5,24.2,87.52183679,3.419016721,5.814824058,1.472423259,32.64161526,3.938223938
162,63,186.6,511.5,54195,25432,10.2,432.5259516,"(51046.4, 54545.6]",40.5,40.1,40.9,"Salem city, Virginia",47.3,7,23.8,60.9,8.4,29.8,17.1,59.7,4.8,75.1,59.3,53.7,27.2,13.3,88.11047089,7.792569044,2.074309557,0.596065965,46.2518666,4.609250399
181,64,176.1,537.9,42552,24416,16.5,0,"(40362.7, 42724.4]",42.3,41.4,42.9,"Staunton city, Virginia",43.6,6.9,34.2,NA,11.1,30.9,18.8,56,5.6,68.4,49.3,41.5,35.1,16.1,82.77600959,12.21014343,1.08295788,0.632414335,40.5218061,3.909798832
406,169,199.3,472,60735,88161,13.6,11.34288404,"(54545.6, 61494.5]",38.3,36.6,39.4,"Suffolk city, Virginia",50.4,13.9,37.4,42.3,6.3,28.3,16.4,59.3,8,73.4,56.7,43.1,28.9,15.1,52.36238745,41.79430057,1.385407964,0.548825768,52.22007099,5.719705952
1825,688,168.1,435.6,67676,452745,8.6,88.34995417,"(61494.5, 125635]",35,33.5,37,"Virginia Beach city, Virginia",50.1,8.8,31.9,NA,9.3,22.4,22.2,60.4,6.1,80,NA,42.2,22.1,9.2,67.74074818,19.30826028,6.463003859,1.417162997,50.40904224,5.841796248
157,58,210.5,596.9,44843,21491,14.6,0,"(42724.4, 45201]",38.5,37.4,40.6,"Waynesboro city, Virginia",47.9,19.4,49.6,NA,7.7,38.5,11.7,57.9,4.9,61.7,46,40.9,37,20.1,81.1536643,12.74231678,0.964539007,2.245862884,40.80389769,7.446377985
135,23,162.1,1014.2,46954,15052,20.1,0,"(45201, 48021.6]",24.6,25.6,23.6,"Williamsburg city, Virginia",26.2,1.5,10,78.3,10.2,15.5,27.1,44.5,8.5,83.3,67.6,52.2,22,8.9,74.88816592,15.27721296,5.889928155,0.460891962,36.33759365,2.181467181
814,296,163.9,452.4,58750,190309,14.6,462.4058768,"(54545.6, 61494.5]",35.5,34.7,36.1,"Benton County, Washington",53.5,20.8,35.6,NA,5.9,24.4,18.3,58.5,6.9,66.6,51.8,47.1,33.8,19.1,80.16330503,1.489752879,2.615584275,10.92088899,53.57704286,6.253360451
399,144,154.7,451.5,49174,75644,14,727.0900534,"(48021.6, 51046.4]",39.3,37.7,41.2,"Chelan County, Washington",52.3,24.1,33.3,NA,5,30.1,15.2,56.8,7.5,64.3,NA,32.6,38,16.8,90.10192952,0.45780764,0.795777398,5.169186853,52.98314358,4.217134885
575,235,181.3,480.2,47185,73486,16.2,136.0803418,"(45201, 48021.6]",50.1,47.8,52.1,"Clallam County, Washington",50.5,20.7,34.4,NA,4,27.9,14.8,45.3,9.9,63.5,NA,33.1,45.6,21,88.08928547,0.917165076,1.480724339,0.821857259,47.16324511,5.956137583
1859,771,178.2,427.4,61747,459495,9.9,272.0377806,"(61494.5, 125635]",37.4,36.6,38.3,"Clark County, Washington",52.7,17.4,33.2,NA,6.4,25.3,17.8,58.5,8.6,69.8,NA,49,32.2,17.3,84.72754024,1.929332787,4.225364787,3.113118833,53.29996737,5.742215991
30,14,194.4,476.2,45465,3944,15.5,0,"(45201, 48021.6]",49.5,47.7,50.9,"Columbia County, Washington",52.4,6.6,31.4,60.2,1.8,27.5,16.3,46.2,10.4,60.7,38.5,27.8,50.6,26.2,91.75231888,0.350965154,0.551516671,3.359237904,51.06761566,5.205479452
571,240,184.1,455.5,44235,103468,20.6,202.961302,"(42724.4, 45201]",41.2,40.5,42.2,"Cowlitz County, Washington",51.1,20.4,33.6,NA,2.9,30.9,9.8,49.7,10.7,62.3,45,40,42.9,24,90.71312709,0.619515722,1.319158084,1.498954445,49.8428187,6.298743004
194,70,157.4,449.9,51151,40534,15.5,24.67064686,"(51046.4, 54545.6]",37,36.1,38.3,"Douglas County, Washington",58.1,18.9,38.9,40.4,1.8,27.7,12.8,59.7,6.5,55.3,41.1,37.2,40.7,26,73.33771055,0.3409177,0.742442991,21.15709993,59.49197861,4.643274854
230,86,163.5,420.9,55006,88807,17.3,0,"(54545.6, 61494.5]",29.1,29.5,28.8,"Franklin County, Washington",49.2,28.9,38,30.4,2.7,27.3,10.5,60.2,7.2,52.7,NA,37.5,36.3,26.1,69.82983006,2.05800354,2.112374628,22.32569439,53.35894843,8.388253538
489,189,194.6,518.4,43205,71122,19.6,140.6034701,"(42724.4, 45201]",42.7,40.8,44.6,"Grays Harbor County, Washington",47.5,20.8,38.9,NA,4.8,32.1,9.9,45.1,14.3,56.7,40.1,34.8,42.7,24.2,87.39131044,1.234965485,1.587812767,1.50940226,45.9899335,5.713875529
273,91,154.9,480.9,50964,30466,14.1,262.5878028,"(48021.6, 51046.4]",55.6,54.3,56.8,"Jefferson County, Washington",53.7,25.2,27.1,NA,8.1,23.2,21.5,43.6,9.5,66,40.1,29.5,49,20.7,90.39324535,0.860951368,1.625502776,0.478675664,50.49173,5.305574211
187,79,170.7,414.6,38989,38033,19.9,0,"(37413.8, 40362.7]",39,38.5,40,"Chippewa County, Michigan",45,12.4,30.4,50.8,6.3,37.8,11.8,46.3,11.7,65.2,46,40.3,40.2,20.2,71.56481625,6.69413777,0.904473125,0.251386513,48.96763592,5.803003309
211,94,203.8,464.3,34655,30553,24.5,0,"(34218.1, 37413.8]",46.4,46.1,46.8,"Clare County, Michigan",51.6,21.2,35.1,NA,2.3,39.3,7.7,42.4,13.2,55.6,33.6,29.6,51.1,25.8,96.48323022,0.452621296,0.244220124,0.28980788,48.18559034,3.935222672
